id,utc_date,white,black,white_elo,black_elo,opening,cp_10,cp_11,cp_12,cp_13,cp_14,avg_opening_cp
2827,2015.05.31,daniel_cojocaru70,ELMAGISTRAL,1829,1914,French Defense: Exchange Variation,177,147,136,144,143,149.4
2828,2015.05.31,ODESZA,clarketm,1596,1621,Alekhine Defense,-56,-53,11,-31,-353,-96.4
2829,2015.05.31,sampras17,170357,1686,1552,Dutch Defense,-62,-86,-104,-89,-73,-82.8
2830,2015.05.31,matimai,drock,1755,1684,Queen's Gambit Accepted,-107,-171,-164,0,1,-88.2
2831,2015.05.31,gavriel32,zla12345,1781,1696,"King's Gambit Accepted: Cunningham, Bertin Gambit",214,355,499,533,449,410.0
2832,2015.05.31,iDikYourMauth,peaudepaille,1897,2003,Rat Defense: Harmonist,-394,-366,-411,-415,-417,-400.6
2833,2015.05.31,azuaga,HHUK,1643,1731,French Defense: Knight Variation,-576,-547,-496,-472,-497,-517.6
2834,2015.05.31,kingmarch,TheLiGod,1922,1089,Queen's Pawn Game: Chigorin Variation,449,416,407,624,776,534.4
2835,2015.05.31,jupeq,damonachey,1934,1656,Queen's Pawn Game #3,-65,-49,473,-62,-33,52.8
2836,2015.05.31,zygc,sport,1572,1613,English Defense #2,55,148,179,171,150,140.6
2837,2015.05.31,caissa51,Arectaris,1570,1371,Caro-Kann Defense: Breyer Variation,-103,-111,-114,-115,-114,-111.4
2838,2015.05.31,Ukiteru24,Parris4iv,1825,1487,"King's Gambit, Falkbeer Countergambit, Blackburne Attack",157,140,254,276,189,203.2
2839,2015.05.31,Peterburg,traktorista,1806,1642,Philidor Defense #3,380,242,301,318,35,255.2
2840,2015.05.31,Naitero,randommoron,1852,1912,Slav Defense: Modern,66,5,2,-33,-64,-4.8
2841,2015.05.31,lpfreitas,fartogo,1515,1615,"French Defense: Advance Variation, Paulsen Attack",-393,-465,-412,-605,-547,-484.4
2842,2015.05.31,swine,pawnpromoter93,1496,1437,Bird Opening: Dutch Variation,-15,-67,-114,-102,-153,-90.2
2843,2015.05.31,elchuchesumare,va3101,1421,1503,Zukertort Opening: Tennison Gambit,-328,-391,-353,614,613,31.0
2844,2015.05.31,supermag,kb100,1527,1604,Sicilian Defense: Staunton-Cochrane Variation,-207,-127,226,239,360,98.2
2845,2015.05.31,kimaga,biwere,1491,1619,"English Opening: King's English Variation, Reversed Sicilian",-352,-242,-230,-227,-445,-299.2
2846,2015.05.31,Simone,pendrek,1714,1784,Indian Game,-75,-71,-41,-34,-32,-50.6
2847,2015.05.31,Ilkka,gbsalvio,1841,1929,"Four Knights Game: Italian Variation, Noa Gambit",-262,-262,-426,-461,-548,-391.8
2848,2015.05.31,Bruheim,lumierie,1500,1300,French Defense: Knight Variation,23,21,34,-22,-13,8.6
2849,2015.05.31,PlayingChess88,couragecowardog,1364,1449,Sicilian Defense: Paulsen Variation,59,-2,-11,-13,-5,5.6
2850,2015.05.31,vinhasale,andresarthur,1577,1660,Pirc Defense #4,16,-144,-30,5,155,0.4
2851,2015.05.31,Vihvillain,oxxo34,1963,1782,"Sicilian Defense: Accelerated Dragon, Modern Variation",28,27,29,22,-27,15.8
2852,2015.05.31,avahar,RDEN,1493,1160,Indian Game: Przepiorka Variation,397,451,492,591,561,498.4
2853,2015.05.31,jorgecostajr,DaViiiiiDzZzZ,1868,1906,French Defense: Exchange Variation,-43,-93,-110,2,239,-1.0
2854,2015.05.31,irondragon,drkhan,1397,1305,Scandinavian Defense,-542,-645,-666,-621,-464,-587.6
2855,2015.05.31,busko,Vargonian,1518,1611,"Scotch Game: Scotch Gambit, Goering Gambit Declined",-41,-37,113,19,159,42.6
2856,2015.05.31,AwareTenacious,menticore,1649,1488,Torre Attack,10,-14,-13,1,-15,-6.2
2857,2015.05.31,ScaleMusic,pawner85729,1116,1404,Bishop's Opening,419,-273,-196,-316,238,-25.6
2858,2015.05.31,JRock87,IndiePower,1653,1466,Old Benoni Defense,4,25,27,-13,21,12.8
2859,2015.05.31,tandr,dillinger88,1482,1571,Van't Kruijs Opening,54,230,513,614,614,405.0
2860,2015.05.31,Spahic,bestjudge,1653,1637,Modern Defense,130,31,55,182,181,115.8
2861,2015.05.31,Regislian,Vito_Andolini,1390,1339,Yusupov-Rubinstein System,133,190,169,182,142,163.2
2862,2015.05.31,K_nightmare,rumrunner102,1754,1747,Center Game #2,313,60,-2,-10,-31,66.0
2863,2015.05.31,chopin87,XJackSparrowX,1617,1653,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",53,32,-39,-37,0,1.8
2864,2015.05.31,spielose,maverickden,1493,1524,Scandinavian Defense,-522,-545,-556,-499,-593,-543.0
2865,2015.05.31,Ralexx,raychess,1869,1729,Queen's Gambit Declined: Normal Defense,55,51,75,68,121,74.0
2866,2015.05.31,gallero2015,Adressate,1329,1233,King's Pawn Game: Macleod Attack,-38,-50,-151,-264,-323,-165.2
2867,2015.05.31,mgtevt,JonGold,1505,1499,Queen's Gambit Declined,-88,-27,284,339,382,178.0
2868,2015.05.31,leolap69,groffoszasza,1256,1382,Hungarian Opening,158,60,239,212,365,206.8
2869,2015.05.31,atomic_newbie,PPE1,1994,1831,Caro-Kann Defense,103,128,97,93,592,202.6
2870,2015.05.31,jfn,kingmarch,1663,1923,Scandinavian Defense,-18,6,-66,-70,-58,-41.2
2871,2015.05.31,oa,hiddenchess,1846,1788,Queen's Pawn Game,-321,-317,-321,-337,-334,-326.0
2872,2015.05.31,SevillaChess,Leuow,1822,1625,King's Indian Defense: Kramer Variation,134,131,134,147,111,131.4
2873,2015.05.31,TheHaymaker,bishop50,1801,1300,Mieses Opening,558,575,555,531,523,548.4
2874,2015.05.31,ferrari9182,Gilitrutt,2396,1919,Scandinavian Defense,100,74,214,186,174,149.6
2875,2015.05.31,Iamspartacus,debanaan,1455,1569,"King's Gambit Accepted, MacLeod Defense",68,67,240,111,278,152.8
2876,2015.05.31,TheLiGod,kostinho,1089,1228,Mikenas Defense,1,7,-17,-114,-315,-87.6
2877,2015.05.31,Algelberg,kabyle75,1672,1846,Gruenfeld Defense: Exchange Variation,-213,-174,-196,-472,-476,-306.2
2878,2015.05.31,Fermkules,letsroll,1703,1505,English Defense #2,296,198,296,203,365,271.6
2879,2015.05.31,chapablanca2000,OvercoME,1905,1670,Queen's Pawn Game: Anglo-Slav Opening,472,491,518,478,426,477.0
2880,2015.05.31,MichaelVeNa,pb1980,1110,1362,"Trompowsky Attack: Classical Defense, Big Center Variation",108,118,27,-14,-5,46.8
2881,2015.05.31,deufrey13,rcoarco,938,1514,Queen's Pawn Game,-210,-147,-339,-236,-235,-233.4
2882,2015.05.31,ebonyandivory,NoSurrenderNoRetreat,1612,1558,"Slav Defense: Exchange Variation, Symmetrical Line",-550,-564,-547,-521,-528,-542.0
2883,2015.05.31,RobertTonoyan,boberarena,1780,1860,Alekhine Defense: Maroczy Variation,-307,-291,-458,-408,-424,-377.6
2884,2015.05.31,Kingscrusher-YouTube,cptmajormajor,2194,1841,Pirc Defense #4,86,413,591,616,611,463.4
2885,2015.05.31,Anoonymous,damonachey,1691,1652,Zukertort Opening: Tennison Gambit,-711,-748,-725,-805,-819,-761.6
2886,2015.05.31,jupeq,HHUK,1939,1740,French Defense: Normal Variation,-580,-565,-581,-568,-577,-574.2
2887,2015.05.31,themacpok,cafu2014,1377,1618,Hungarian Opening: Symmetrical Variation,-23,-112,-100,-71,-239,-109.0
2888,2015.05.31,Butterbrot,das14,1920,1905,Polish Opening: Schiffler-Sokolsky Variation,-23,86,82,105,104,70.8
2889,2015.05.31,KingsCrusherCrusher,MorphyTalFischer,2280,1477,"Sicilian Defense: Closed Variation, Traditional",482,442,536,626,627,542.6
2890,2015.05.31,JasonVoorhees,Strategymaster,2102,2312,French Defense: Chigorin Variation,38,73,81,-6,66,50.4
2891,2015.05.31,jeffmac,scacchismo,1295,1311,London System,-206,-321,-509,-504,-506,-409.2
2892,2015.05.31,Strategymaster,JasonVoorhees,2307,2107,English Opening: King's English Variation,5,-23,-23,35,5,-0.2
2893,2015.05.31,jupiter4100,lorychess,1397,1240,"Gruenfeld Defense: Exchange Variation, Modern Exchange Variation",62,121,-66,-42,320,79.0
2894,2015.05.31,sohnasorte,kartago,1590,1767,Queen's Pawn Game #2,-19,-125,-97,-105,-136,-96.4
2895,2015.05.31,LetsChessL,MessyMan,1884,2170,Sicilian Defense: Grand Prix Attack,178,200,156,92,65,138.2
2896,2015.05.31,pawncount,asxetidis,1594,1323,Vienna Game: Omaha Gambit,178,296,352,378,650,370.8
2897,2015.05.31,grasshopper,subteacher,1653,1824,Hungarian Opening: Slav Formation,23,5,7,17,11,12.6
2898,2015.05.31,Spartano,erg57,1720,1676,Italian Game: Hungarian Defense,-75,-61,-12,4,-41,-37.0
2899,2015.05.31,Alrrash,DeepInsideYou,1903,1917,Lasker Simul Special,-376,-388,-398,-265,656,-154.2
2900,2015.05.31,eshemed,matanm369,1782,1622,Old Benoni Defense,63,34,42,-4,-8,25.4
2901,2015.05.31,benmakhlouf01,dukas225,1818,1481,Four Knights Game: Scotch Variation,572,564,571,539,544,558.0
2902,2015.05.31,NikaruHakamura,Bang_Sharp,1709,1601,French Defense: Normal Variation,42,225,233,215,188,180.6
2903,2015.05.31,regisluiz,Keeplearning,1715,1624,Modern Defense,-41,-55,-57,-34,-2,-37.8
2904,2015.05.31,IvTK,Vasyaka,1990,1873,Alekhine Defense: Exchange Variation,151,3,-13,-8,38,34.2
2905,2015.05.31,cavalier01,OCthethird,1204,1285,"Italian Game: Classical Variation, Giuoco Pianissimo",18,27,-13,-249,-245,-92.4
2906,2015.05.31,GandalfTheTW,Ollum,1757,1717,"French Defense: Classical Variation, Swiss Variation",-61,-49,-12,-5,-14,-28.2
2907,2015.05.31,BobNoto,PijanaMysz,1858,1836,Van Geet Opening: Sicilian Two Knights,-8,-10,-3,-18,3,-7.2
2908,2015.05.31,perica,sarajevo84,1467,1254,Petrov's Defense,91,459,384,377,709,404.0
2909,2015.05.31,brizgalka,arangirovshik,1337,1553,Mieses Opening: Reversed Rat,-309,-447,-451,-138,-192,-307.4
2910,2015.05.31,weallknow,ferrari9182,2051,2398,"Benoni Defense: Benoni-Indian Defense, Kingside Move Order",133,136,130,181,144,144.8
2911,2015.05.31,wayward,zangano,1423,1422,Queen's Pawn,12,146,172,307,143,156.0
2912,2015.05.31,TheHaymaker,orxshi,1803,1721,Mieses Opening,76,370,444,480,560,386.0
2913,2015.05.31,Gilitrutt,pseudoknight,1917,1824,Bird Opening,32,-6,30,33,8,19.4
2914,2015.05.31,peaudepaille,macr000,2012,1930,Indian Game,30,74,84,85,-25,49.6
2915,2015.05.31,RonaldUlyssesSwanson,Red_Seven,1459,1500,Slav Defense: Exchange Variation,72,127,98,144,506,189.4
2916,2015.05.31,hacialolejos,nakafan2015,1764,2027,Queen's Gambit Declined: Normal Defense,-8,15,-10,-15,-7,-5.0
2917,2015.05.31,EasterSunday,swate999,1148,1288,Center Game #2,-372,-447,-364,-445,-484,-422.4
2918,2015.05.31,chodevant,feinsterschnitz,1680,1633,"Sicilian Defense: Accelerated Dragon, Modern Variation",-27,-31,-204,-178,233,-41.4
2919,2015.05.31,Parris4iv,Ukiteru24,1484,1828,Mieses Opening,58,54,-47,45,40,30.0
2920,2015.05.31,Antiopa,royceroy,1606,1778,Sicilian Defense: Wing Gambit,-2,-4,13,-12,16,2.2
2921,2015.05.31,IRAVO,drunkmaister,1462,1768,King's Indian Defense: Six Pawns Attack,-284,-292,-310,-281,-270,-287.4
2922,2015.05.31,majstorsreja,smyslov22,1760,1711,Sicilian Defense: Paulsen-Basman Defense,190,253,377,388,423,326.2
2923,2015.05.31,Iosfa,MogensDenmark,1354,1678,Owen Defense,-450,-508,-497,-463,-475,-478.6
2924,2015.05.31,leko29,BitteLangsam,1410,1354,"Queen's Gambit Refused: Baltic Defense, Pseudo-Slav",-15,-13,-22,-8,0,-11.6
2925,2015.05.31,ligthcris,toonytoon72,1781,1713,"Sicilian Defense: French Variation, Open",431,328,362,425,420,393.2
2926,2015.05.31,ElPollito,frostbitten,1679,2091,Sicilian Defense: Dragon Variation,-9,-68,9,255,-59,25.6
2927,2015.05.31,KingsCrusherCrusher,Kingscrusher-YouTube,2281,2197,Hungarian Opening,35,8,-67,-129,-143,-59.2
2928,2015.05.31,satoshi,prismschism,1821,1719,Modern Defense,496,484,500,695,412,517.4
2929,2015.05.31,Zarezdravkoni,nima9851,1531,1534,Hungarian Opening,75,93,107,261,254,158.0
2930,2015.05.31,ChekhovsPawn,Polkilo,1529,1530,Scandinavian Defense: Mieses-Kotroc Variation,755,568,638,-144,-5,362.4
2931,2015.05.31,YAMOLAALI14,ldlan,2065,2178,French Defense: Knight Variation,-4,0,5,8,175,36.8
2932,2015.05.31,DeepInsideYou,Alrrash,1906,1914,Owen Defense,-80,0,287,526,346,215.8
2933,2015.05.31,unlander33,tkruger,1707,1615,Caro-Kann Defense: Advance Variation,112,108,213,21,51,101.0
2934,2015.05.31,Dzaneck,mhpointfr,1537,1446,Ruy Lopez,-22,-67,28,-93,-36,-38.0
2935,2015.05.31,va3101,elchuchesumare,1511,1413,"French Defense: Exchange Variation, Svenonius Variation",-104,-62,-179,-199,-214,-151.6
2936,2015.05.31,Bruheim,matimai,1604,1743,Zukertort Opening: Tennison Gambit,63,52,26,17,10,33.6
2937,2015.05.31,gafilho,alyosha1982,1682,1519,Sicilian Defense: Accelerated Dragon,105,111,72,97,102,97.4
2938,2015.05.31,pavelsps,AJTO,1833,1769,"King's Indian Defense: Normal Variation, Rare Defenses",38,55,-182,-149,-225,-92.6
2939,2015.05.31,carenevo,amv1212,1795,1683,Russian Game: French Attack,1,-18,-11,-46,-88,-32.4
2940,2015.05.31,randommoron,Naitero,1921,1843,Yusupov-Rubinstein System,19,-225,-236,-220,-166,-165.6
2941,2015.05.31,alex13pao13,mohammad123456789,1406,1572,Queen's Pawn Game #2,-264,-238,419,-124,-249,-91.2
2942,2015.05.31,caseyharrigan,mula2015,1517,1024,Philidor Defense #3,211,48,-403,-435,-443,-204.4
2943,2015.05.31,Strategymaster,JasonVoorhees,2317,2097,"Slav Defense: Quiet Variation, Schallopp Defense",27,77,117,296,165,136.4
2944,2015.05.31,gbsalvio,weallknow,1938,2048,French Defense: Paulsen Variation,65,66,57,53,60,60.2
2945,2015.05.31,K_nightmare,JRock87,1741,1658,Queen's Pawn Game: Franco-Sicilian Defense,2,-1,-11,6,-28,-6.4
2946,2015.05.31,Ilkka,lumierie,1833,1255,French Defense: Knight Variation,-101,-140,-128,-124,-486,-195.8
2947,2015.05.31,letsroll,Fermkules,1523,1685,Anderssen Opening,-41,-182,-153,-227,-465,-213.6
2948,2015.05.31,inadaptado,eo,1972,1742,Scandinavian Defense,-61,-118,-128,-33,17,-64.6
2949,2015.05.31,CLtrader,Millea,1456,1405,Scotch Game,384,1154,1144,852,897,886.2
2950,2015.05.31,chess-chess123,itsmagic,1977,2033,Sicilian Defense: Accelerated Dragon,-66,-59,-72,-76,-73,-69.2
2951,2015.05.31,sl11235,azuaga,1772,1724,Sicilian Defense: Old Sicilian,86,93,-11,-74,232,65.2
2952,2015.05.31,cptmajormajor,TheLiGod,1838,1112,Queen's Gambit Refused: Marshall Defense,712,997,1030,1072,1060,974.2
2953,2015.05.31,aapp11,Jeegy,1652,1709,French Defense: Knight Variation,-29,-39,-13,9,-395,-93.4
2954,2015.05.31,gauchoftw1,daniel8590,1524,1490,"Ruy Lopez: Morphy Defense, Graz Variation",-399,-507,-483,-451,-467,-461.4
2955,2015.05.31,jfn,kostinho,1689,1210,"Sicilian Defense: Closed Variation, Traditional",442,636,826,847,939,738.0
2956,2015.05.31,juanchi13,currumbrucu,1686,1806,Sicilian Defense: Smith-Morra Gambit,-11,36,215,147,359,149.2
2957,2015.05.31,ferrari9182,MorphyTalFischer,2402,1477,"Sicilian Defense: Closed Variation, Fianchetto Variation",38,29,113,165,267,122.4
2958,2015.05.31,zatara,Lomotr,1375,1366,Queen's Gambit Accepted,345,233,217,827,312,386.8
2959,2015.05.31,gurb,duckman,1589,1408,Hungarian Opening,246,122,118,64,42,118.4
2960,2015.05.31,rumrunner102,IndiePower,1759,1460,Sicilian Defense: Bowdler Attack,-47,-55,-54,-42,-20,-43.6
2961,2015.05.31,OvercoME,chapablanca2000,1665,1910,Sicilian Defense,45,43,25,16,38,33.4
2962,2015.05.31,robert199711,alanwillson,1388,1334,Caro-Kann Defense: Two Knights Attack,254,93,99,103,99,129.6
2963,2015.05.31,kingmarch,damonachey,1903,1665,Modern Defense,94,37,42,91,100,72.8
2964,2015.05.31,hakikat_1,aristillusbas,1296,1315,King's Pawn Game: Wayward Queen Attack,-638,-637,-1015,-689,-619,-719.6
2965,2015.05.31,Anoonymous,Kulkid,1679,1864,French Defense: Knight Variation,16,191,15,51,10,56.6
2966,2015.05.31,debanaan,Iamspartacus,1554,1471,Benoni Defense,63,113,91,88,104,91.8
2967,2015.05.31,davtio,masters,1591,1607,English Opening: Mikenas-Carls Variation,213,47,25,26,58,73.8
2968,2015.05.31,Batgirl,toumai,1664,1511,French Defense: Queen's Knight,18,-64,-159,-245,-102,-110.4
2969,2015.05.31,articasonata,miguel18,1280,1552,Vienna Game,119,163,119,154,170,145.0
2970,2015.05.31,pokersrb,DerSenpai,1290,1425,English Opening: Agincourt Defense #3,-513,-532,-435,-364,-204,-409.6
2971,2015.05.31,PijanaMysz,BobNoto,1848,1846,"French Defense: Exchange Variation, Monte Carlo Variation",230,83,174,61,54,120.4
2972,2015.05.31,yangxiaoxian,jstraat,2104,2073,English Opening: King's English Variation,46,64,118,62,144,86.8
2973,2015.05.31,cafu2014,themacpok,1623,1372,Hungarian Opening,129,172,179,182,555,243.4
2974,2015.05.31,XJackSparrowX,chopin87,1663,1607,King's Indian Defense: Six Pawns Attack,-315,-283,-272,-288,-304,-292.4
2975,2015.05.31,Ollum,GandalfTheTW,1707,1767,Scandinavian Defense: Blackburne Gambit,-13,54,53,92,128,62.8
2976,2015.05.31,Archimboldi,shrimpy,1984,1937,"Italian Game: Scotch Gambit, Janowski Defense",73,-29,-44,-43,-205,-49.6
2977,2015.05.31,AlwaysCake,ztony,1102,1194,"Englund Gambit Declined, Reversed Alekhine",-650,-646,-705,-717,-720,-687.6
2978,2015.05.31,jupeq,Gilitrutt,1945,1902,Blackmar-Diemer Gambit: Ziegler Defense,75,72,66,43,57,62.6
2979,2015.05.31,angeange,NowIAmBecomeDeath,1432,1742,Sicilian Defense,-594,-597,-855,-863,-752,-732.2
2980,2015.05.31,MessyMan,pseudoknight,2175,1838,Sicilian Defense,-34,-26,-43,-23,-23,-29.8
2981,2015.05.31,IronFistBrew15,Akibab,1824,1490,Pirc Defense: Classical Variation,-78,-105,-12,-23,3,-43.0
2982,2015.05.31,kocourisko,hector59john,1608,1780,"King's Gambit Declined, Norwalde Variation",15,10,174,-349,-572,-144.4
2983,2015.05.31,mikehoyos7,Julian008,1781,1501,Pirc Defense #3,1,-15,-45,-19,-45,-24.6
2984,2015.05.31,Ukiteru24,Parris4iv,1832,1481,Modern Defense: Two Knights Variation,5,102,258,226,554,229.0
2985,2015.05.31,HHUK,prismschism,1734,1711,Van't Kruijs Opening,132,157,42,217,108,131.2
2986,2015.05.31,satoshi,zangano,1829,1437,French Defense: Knight Variation,244,249,330,315,436,314.8
2987,2015.05.31,ferrari9182,LetsChessL,2402,1880,Caro-Kann Defense: Rasa-Studier Gambit,176,144,205,286,237,209.6
2988,2015.05.31,luke6770,Oembie,1123,1183,French Defense,-21,-32,40,57,51,19.0
2989,2015.05.31,pedromorel10,aioyuo,1918,1776,Sicilian Defense: Old Sicilian,102,129,135,208,224,159.6
2990,2015.05.31,ashok12,Dastin,2166,1968,Queen's Gambit Declined,228,286,272,353,338,295.4
2991,2015.05.31,Fermkules,letsroll,1692,1516,Barnes Defense,170,133,132,95,21,110.2
2992,2015.05.31,Mitay,Mccarty,1610,1500,English Opening,388,648,649,509,504,539.6
2993,2015.05.31,biwere,kimaga,1626,1475,"French Defense: Advance Variation, Paulsen Attack",216,139,284,139,137,183.0
2994,2015.05.31,FDog,xw07,2062,1846,Sicilian Defense: Closed,215,217,186,239,211,213.6
2995,2015.05.31,RSerpaPuzzles,uoylliki,2125,2293,Wade Defense,21,24,-29,70,41,25.4
2996,2015.05.31,dav112,EL_MAGO,1747,1788,"Queen's Gambit Declined: Neo-Orthodox Variation, Main Line",215,246,258,253,429,280.2
2997,2015.05.31,adegun,farfallasolitaria,1799,1523,Scandinavian Defense: Mieses-Kotroc Variation,300,115,104,123,76,143.6
2998,2015.05.31,lekicapo,baroodi,1631,1562,Queen's Pawn Game #2,77,89,152,-5,-465,-30.4
2999,2015.05.31,Tendohhhh,JonGold,1395,1521,"Vienna Game: Stanley Variation, Reversed Spanish",186,464,397,183,309,307.8
3000,2015.05.31,Ilkka,subteacher,1834,1831,Caro-Kann Defense,-253,-147,-77,-80,-64,-124.2
3001,2015.05.31,matigol70,breezyvoid,1121,1385,Four Knights Game: Scotch Variation,-1,6,34,157,141,67.4
3002,2015.05.31,wayward,grasshopper,1410,1646,Modern Defense,59,40,-230,-226,-241,-119.6
3003,2015.05.31,Alrrash,DeepInsideYou,1924,1896,Hungarian Opening: Slav Formation,27,-18,-28,-99,10,-21.6
3004,2015.05.31,asxetidis,orxshi,1319,1735,"Sicilian Defense: Richter-Rauzer Variation, Vitolins Variation",77,4,-6,-16,33,18.4
3005,2015.05.31,scandalgod,YAMOLAALI14,2144,2286,"King's Indian Defense: Four Pawns Attack, Dynamic Attack",190,277,245,279,188,235.8
3006,2015.05.31,mgtevt,drunkmaister,1482,1772,"Modern Defense: Averbakh System, Kotov Variation",77,51,258,-531,-504,-129.8
3007,2015.05.31,bestjudge,Spahic,1649,1642,Queen's Gambit Declined,45,41,-40,-31,25,8.0
3008,2015.05.31,pinker14,lujos,1757,1715,Colle System #2,250,442,494,510,471,433.4
3009,2015.05.31,drkhan,JORGELUIS08,1357,1609,Four Knights Game,-30,-35,1,8,-76,-26.4
3010,2015.05.31,pawncount,MorphyTalFischer,1599,1477,Sicilian Defense: Grand Prix Attack,34,-81,-83,54,71,-1.0
3011,2015.05.31,TheLiGod,Kingscrusher-YouTube,1111,2213,Queen's Pawn Game: Zukertort Variation,-721,-679,-722,-727,-887,-747.2
3012,2015.05.31,omar123456,rotmgtroller,1507,1378,Four Knights Game: Double Spanish,-325,-414,-480,-501,-674,-478.8
3013,2015.05.31,hegel,elcordobes,1578,1581,Hungarian Opening: Catalan Formation,-31,-23,4,-9,-58,-23.4
3014,2015.05.31,veritasuwo,akselwho,1238,1221,Horwitz Defense,524,27,167,163,-227,130.8
3015,2015.05.31,elchuchesumare,va3101,1404,1519,Owen Defense,85,99,99,83,70,87.2
3016,2015.05.31,halyn,arianitlu,1774,1619,Sicilian Defense: Loewenthal Variation,266,254,257,285,209,254.2
3017,2015.05.31,Orestes2,bossof,1542,1597,Slav Defense: Exchange Variation,-33,-200,-158,-167,-166,-144.8
3018,2015.05.31,mym56,abofathy201140,1739,1329,Italian Game: Anti-Fried Liver Defense,600,612,619,626,600,611.4
3019,2015.05.31,leko29,Iamspartacus,1395,1462,Benko Gambit,266,380,391,408,466,382.2
3020,2015.05.31,chapablanca2000,OvercoME,1891,1684,English Defense #2,485,487,525,522,920,587.8
3021,2015.05.31,themacpok,cafu2014,1367,1628,French Defense: Steinitz Attack,-60,-107,-37,-12,-19,-47.0
3022,2015.05.31,molecule,Y0X,1125,1237,Queen's Gambit Accepted,377,338,446,457,284,380.4
3023,2015.05.31,matimai,jfn,1750,1691,Queen's Gambit Refused: Baltic Defense,307,299,226,272,274,275.6
3024,2015.05.31,AScale,Chaman,1314,1647,Scandinavian Defense: Modern Variation #2,71,41,-20,-19,-27,9.2
3025,2015.05.31,Bruheim,Shumilov,1514,1359,Sicilian Defense: Open,177,241,243,378,332,274.2
3026,2015.05.31,170357,kidkobra,1613,1826,Philidor Defense #3,77,40,63,102,-79,40.6
3027,2015.05.31,lad15,summercos,1089,1426,King's Pawn Game: Damiano Defense,72,365,376,404,297,302.8
3028,2015.05.31,grzesiek0505,Kozlowski,1440,1259,King's Pawn Game: Wayward Queen Attack,41,57,-34,373,353,158.0
3029,2015.05.31,ldlan,nakafan2015,2169,2006,Horwitz Defense,24,80,61,-63,57,31.8
3030,2015.05.31,debanaan,IRAVO,1563,1459,"Queen's Gambit Declined: Vienna Variation, Quiet Variation",112,101,103,145,406,173.4
3031,2015.05.31,LetsChessL,JRock87,1879,1672,"King's Gambit Accepted, Schallopp Defense",-127,-138,449,459,435,215.6
3032,2015.05.31,ferrari9182,cptmajormajor,2403,1838,Scandinavian Defense,451,714,730,701,668,652.8
3033,2015.05.31,toonytoon72,ligthcris,1727,1767,French Defense: Advance Variation #3,116,160,520,0,25,164.2
3034,2015.05.31,NikaruHakamura,tadeo,1717,1545,Queen's Pawn Game: Anti-Torre,56,49,187,174,-30,87.2
3035,2015.05.31,KingsCrusherCrusher,lumierie,2242,1248,French Defense: Knight Variation,306,394,253,389,383,345.0
3036,2015.05.31,vr1999,ivoire2000,1605,1694,"Sicilian Defense: Najdorf Variation, Opocensky Variation, Modern Line",-6,-8,-47,-65,-36,-32.4
3037,2015.05.31,JasonVoorhees,Strategymaster,2083,2331,French Defense: Chigorin Variation,23,43,26,-6,-5,16.2
3038,2015.05.31,straszliwiec,Evangelion,1614,1851,Indian Game,-35,-35,-37,1,51,-11.0
3039,2015.05.31,gmmata,Brunone,1450,1502,Queen's Pawn Game: Franco-Sicilian Defense,340,377,152,170,144,236.6
3040,2015.05.31,unlander33,das14,1693,1905,French Defense: Advance Variation,-46,-475,-424,-381,-384,-342.0
3041,2015.05.31,mhpointfr,Dzaneck,1438,1546,King's Pawn Game: Leonardis Variation,-72,-55,-70,-51,-62,-62.0
3042,2015.05.31,Truten2015,URIAHURIAH,1727,1651,King's Pawn Game: McConnell Defense,15,35,143,45,15,50.6
3043,2015.05.31,gullefjun,Ryune,1965,1933,Zukertort Opening: Nimzo-Larsen Variation,78,90,111,178,131,117.6
3044,2015.05.31,IndiePower,gbsalvio,1468,1953,Mikenas Defense,12,-368,-505,-526,-544,-386.2
3045,2015.05.31,franciscorm18,calimero66,1721,1563,Nimzo-Indian Defense #2,43,133,133,128,134,114.2
3046,2015.05.31,averbak,seydehashmi,1494,1752,King's Gambit,9,-1,81,84,70,48.6
3047,2015.05.31,KingsCrusherCrusher,weallknow,2242,2032,Hungarian Opening,59,27,-99,-427,-424,-172.8
3048,2015.05.31,OvercoME,chapablanca2000,1678,1897,Bird Opening,-14,-19,-26,-349,-345,-150.6
3049,2015.05.31,couragecowardog,PlayingChess88,1446,1367,Semi-Slav Defense: Accelerated Meran Variation,195,121,458,474,473,344.2
3050,2015.05.31,iUsedToHaveAlife,fartogo,1655,1673,"French Defense: Exchange Variation, Monte Carlo Variation",-305,-312,-387,-298,-276,-315.6
3051,2015.05.31,LukeSurl,Jaap-de-Haan,1257,1457,Pirc Defense: Classical Variation,104,167,73,127,43,102.8
3052,2015.05.31,Parris4iv,Ukiteru24,1478,1835,King's Pawn Game: Leonardis Variation,4,6,19,21,-136,-17.2
3053,2015.05.31,DaViiiiiDzZzZ,jorgecostajr,1894,1880,"Caro-Kann Defense: Classical, Spassky Variation",44,23,12,88,32,39.8
3054,2015.05.31,denis-chess,Chieftearapatch,1451,1515,Benoni Defense: Old Benoni,143,128,195,238,312,203.2
3055,2015.05.31,modrenlick,Kirales,1739,1656,"King's Indian Defense: Saemisch Variation, Normal Defense",46,-13,-16,32,67,23.2
3056,2015.05.31,galaxy_oasis,pichicola69,1471,1781,Queen's Pawn Game: Chigorin Variation,70,75,53,43,73,62.8
