id,utc_date,white,black,white_elo,black_elo,opening,cp_10,cp_11,cp_12,cp_13,cp_14,avg_opening_cp
769,2015.05.31,GandalfTheTW,satoshi,1745,1825,Blackmar-Diemer Gambit: Teichmann Variation,189,190,185,188,329,216.2
770,2015.05.31,Kingscrusher-YouTube,chess-power,2176,2008,Indian Game,45,38,21,-5,-21,15.6
771,2015.05.31,knightfactor,Luminosity,1992,1830,Caro-Kann Defense,122,447,465,682,738,490.8
772,2015.05.31,dimitrisg7,christian96,1289,1353,"Sicilian Defense: Lasker-Pelikan Variation, Retreat Variation",40,39,-17,16,77,31.0
773,2015.05.31,jdefreitas,MessyMan,2102,2129,"Sicilian Defense: Smith-Morra Gambit Declined, Push Variation",-15,-28,6,3,11,-4.6
774,2015.05.31,HHUK,NMgornys,1761,1942,Van't Kruijs Opening,147,158,93,46,152,119.2
775,2015.05.31,aarturr09,nasov,1360,1341,Scandinavian Defense,71,189,181,239,173,170.6
776,2015.05.31,Keeplearning,hiddenchess,1709,1799,Danish Gambit,-153,-319,-363,-384,-811,-406.0
777,2015.05.31,pepperoni,louisrobert,1595,1696,Nimzo-Larsen Attack: Classical Variation,12,9,22,12,42,19.4
778,2015.05.31,knightf5,pawncount,1721,1603,"King's Gambit Accepted, Cunningham Defense, McCormick Defense",-304,-318,-406,-378,-464,-374.0
779,2015.05.31,Equimizer,Mkwawa,1986,1768,Nimzo-Larsen Attack: Indian Variation,-15,-177,32,-24,-23,-41.4
780,2015.05.31,corgon,EL_GATO,1307,1309,King's Indian Defense,35,37,46,74,206,79.6
781,2015.05.31,johnrayne,Ze_cAt,1342,1447,Philidor Defense,199,248,296,356,380,295.8
782,2015.05.31,trapnoking,IsraelAlcaraz,1506,1481,Philidor Defense #3,189,89,-253,-239,-422,-127.2
783,2015.05.31,lad15,carpachot,1046,1341,Zukertort Opening: Pirc Invitation,13,-313,-373,-371,-497,-308.2
784,2015.05.31,estrellatus,OvercoME,1228,1677,Zukertort Opening: Queenside Fianchetto Variation,2,7,-17,29,-728,-141.4
785,2015.05.31,AreUkidding,pdefra01,1216,1310,Queen's Gambit Refused: Marshall Defense,125,97,-158,-53,11,4.4
786,2015.05.31,neochris,nalim,1172,1183,Philidor Defense #3,88,8,422,-322,-322,-25.2
787,2015.05.31,tahamtan2000,mramor2,1828,1800,Owen Defense,114,152,-485,-448,-446,-222.6
788,2015.05.31,PPE1,oa,1819,1867,"English Opening: Anglo-Indian Defense, Hedgehog System",252,138,102,138,438,213.6
789,2015.05.31,Orbital_Peanut,sem2286,1430,1399,Queen's Gambit Accepted: Old Variation,63,63,78,-18,-55,26.2
790,2015.05.31,Alkaid,coquepas,1356,1475,Queen's Gambit Declined: Queen's Knight Variation,247,175,82,96,105,141.0
791,2015.05.31,dappertutto,ChessNorruck,1741,1744,Scotch Game: Classical Variation,27,8,-5,-38,-6,-2.8
792,2015.05.31,cptmajormajor,steve_mcqueen,1870,2069,Mikenas Defense,116,105,-6,8,-136,17.4
793,2015.05.31,siryj-vovk,Crazy4you,1631,1713,"King's Indian Defense: Fianchetto Variation, Karlsbad Variation",36,-40,-34,-20,-73,-26.2
794,2015.05.31,Cheesecake00,themarschall,1527,1537,Modern Defense,8,15,14,24,-3,11.6
795,2015.05.31,pskpress,dalmir,1524,1524,King's Pawn Game: Napoleon Attack,-52,-68,-38,-79,-43,-56.0
796,2015.05.31,AScale,joriszisfrazzled,1349,1359,French Defense: Advance Variation #2,99,101,96,27,12,67.0
797,2015.05.31,AFGR,kdskdkdkd,1544,1468,Queen's Gambit Refused: Marshall Defense,308,314,382,429,440,374.6
798,2015.05.31,ragobert,osipov,1186,1834,Nimzo-Larsen Attack,399,415,367,347,338,373.2
799,2015.05.31,Parris4iv,poutrelle,1515,1391,Mieses Opening,168,135,115,117,154,137.8
800,2015.05.31,kkie,Vervoort,1852,1946,Zukertort Opening: Sicilian Invitation,20,-45,-14,32,80,14.6
801,2015.05.31,darktangent,mamandus,1704,1986,Slav Defense: Three Knights Variation,53,39,39,90,46,53.4
802,2015.05.31,Olamesa,randommoron,1994,1921,French Defense: Tarrasch Variation,188,123,123,209,269,182.4
803,2015.05.31,Red_Seven,glovionet,1259,1475,French Defense: Rubinstein Variation,-165,-145,-135,-151,-427,-204.6
804,2015.05.31,Snowden,C4blows247,1392,1390,Petrov's Defense #2,186,290,395,408,298,315.4
805,2015.05.31,knives,jfn,1728,1621,Queen's Gambit Refused: Baltic Defense,50,39,43,27,-56,20.6
806,2015.05.31,Stupe11,Shajinator,1785,1278,King's Knight Opening,499,511,655,659,811,627.0
807,2015.05.31,adinfinitum,mohsen041,1877,1999,Scandinavian Defense: Mieses-Kotroc Variation,310,130,-77,-93,-75,39.0
808,2015.05.31,chopin87,Networ,1616,1306,Colle System,109,71,145,205,257,157.4
809,2015.05.31,Quidams,javed-8168,1412,1608,Danish Gambit Accepted,163,360,388,467,464,368.4
810,2015.05.31,japastor,BobLoblawsLawBlog,1316,1382,Queen's Pawn Game: Franco-Sicilian Defense,-180,-118,13,172,139,5.2
811,2015.05.31,Nitroke93,cuprite,1450,1373,Vienna Game: Zhuravlev Countergambit #2,315,219,321,345,624,364.8
812,2015.05.31,PijanaMysz,red_eagle,1806,1780,Van't Kruijs Opening,-225,439,445,461,417,307.4
813,2015.05.31,ElvisChessley,al_capwnage,1799,1714,Bird Opening,49,81,103,488,539,252.0
814,2015.05.31,Zerb4,ormamato,1425,1512,Queen's Pawn Game #2,-15,-9,-49,-54,-106,-46.6
815,2015.05.31,Rafael_Federer,taka6s6,1443,1459,Philidor Defense #3,337,335,362,420,336,358.0
816,2015.05.31,calal,JR1968,1310,1340,Queen's Pawn Game: Chigorin Variation,187,331,399,308,283,301.6
817,2015.05.31,emmanuelroldan95,Pedro1924,1297,1731,Queen's Pawn Game,-220,-284,-276,-174,-319,-254.6
818,2015.05.31,mazorra,Kirdaiht,1562,1578,Bishop's Opening: Vienna Hybrid,-4,183,196,173,218,153.2
819,2015.05.31,Toni_Kosova,Terramonko,1708,1690,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",134,117,147,134,331,172.6
820,2015.05.31,jupiter4100,mihailosvk,1427,1240,Nimzo-Indian Defense: Kmoch Variation,67,81,55,152,158,102.6
821,2015.05.31,Argedrecista,jalalshajiei,1716,1667,"Sicilian Defense: Alapin Variation, Barmen Defense",120,147,199,200,209,175.0
822,2015.05.31,johnjohnsohn005,kingqueenbishop,1568,1622,Bishop's Opening,-610,-256,-163,-136,-105,-254.0
823,2015.05.31,BobNoto,Kingcusicrunch,1907,1754,Sicilian Defense: French Variation,-92,-121,-198,123,124,-32.8
824,2015.05.31,lam199,kunderiano,2184,2027,French Defense: Exchange Variation,-180,-141,-49,-67,-89,-105.2
825,2015.05.31,das14,DeepInsideYou,1892,1920,Sicilian Defense: Closed Variation,209,195,294,281,330,261.8
826,2015.05.31,Chessus,SwagMasterKei,1133,1182,Modern Defense,-261,-521,-423,-354,-357,-383.2
827,2015.05.31,youpalinda,steviechess,1371,1357,Scandinavian Defense: Mieses-Kotroc Variation,200,-23,-17,-13,-85,12.4
828,2015.05.31,apap,romanfire,1727,1714,Reti Opening: Reti Accepted,-5,9,8,-16,-14,-3.6
829,2015.05.31,knightfactor,RunTings,1999,1500,Pirc Defense #4,38,95,156,170,380,167.8
830,2015.05.31,Stokos,rafurni,1786,1786,Queen's Pawn,550,526,535,598,433,528.4
831,2015.05.31,EmmLasker,uropost,1776,1772,Caro-Kann Defense: Advance Variation,174,179,84,93,138,133.6
832,2015.05.31,randommoron,Olamesa,1934,1969,Horwitz Defense,73,-113,-174,-165,-178,-111.4
833,2015.05.31,Alrrash,OldRich,1893,1882,Alekhine Defense: John Tracy Gambit,-485,-394,-415,-416,-158,-373.6
834,2015.05.31,elgavi,steinar,1546,1604,Sicilian Defense: Bowdler Attack,-477,-476,-543,-456,-454,-481.2
835,2015.05.31,Sirkaynight,BlastMastr,1229,1230,Queen's Pawn Game: Chigorin Variation,114,146,146,152,166,144.8
836,2015.05.31,Singularitus,Spoturnovsky,1772,2026,French Defense: Perseus Gambit,5,9,-5,-11,-11,-2.6
837,2015.05.31,Superboy,levtraru,2292,2180,"Sicilian Defense: Kan Variation, Maroczy Bind, Reti Variation",84,60,52,48,69,62.6
838,2015.05.31,VojFromMars,Home1938,2018,1888,Scandinavian Defense,129,53,58,-1,23,52.4
839,2015.05.31,MisterY,gavriel32,1954,1781,French Defense: Normal Variation,25,-30,-29,-91,6,-23.8
840,2015.05.31,Leuow,Greco2014,1556,1613,Englund Gambit,6,8,12,15,178,43.8
841,2015.05.31,mariozalac92,nicky9,903,842,King's Pawn Game: Damiano Defense,-296,-304,-352,-222,279,-179.0
842,2015.05.31,olybrius,Spasovica,1849,1618,Polish Opening: Grigorian Variation,219,300,293,222,258,258.4
843,2015.05.31,pendrek,ramiroco,1784,1625,Scandinavian Defense: Mieses-Kotroc Variation,164,183,198,213,202,192.0
844,2015.05.31,erg57,gideonbrasil,1688,1607,Sicilian Defense,-9,4,5,5,32,7.4
845,2015.05.31,sergey69,StopItTickles,1758,1439,"Nimzo-Indian Defense: Panov Attack, Main Line",9,16,161,152,145,96.6
846,2015.05.31,RSerpaPuzzles,Gilitrutt,2073,1909,Queen's Pawn Game,50,171,38,37,238,106.8
847,2015.05.31,potsy722,core_one,1811,1670,Owen Defense,130,6,-25,-79,-12,4.0
848,2015.05.31,Hanni-Baal,JasonVoorhees,2167,2118,Bird Opening,137,142,143,152,248,164.4
849,2015.05.31,simonchiabo,jppereira,1744,1701,"Queen's Gambit Refused: Baltic Defense, Pseudo-Slav",-20,-41,-86,-95,-32,-54.8
850,2015.05.31,sokaipmylo,xw07,1404,1869,Sicilian Defense: French Variation,14,3,64,47,45,34.6
851,2015.05.31,valrond,r0l3t3,1350,1369,Sicilian Defense: Old Sicilian,495,528,530,577,561,538.2
852,2015.05.31,tabelatabela,gamintitus,1765,1844,Pirc Defense #5,89,102,-160,-178,-360,-101.4
853,2015.05.31,menticore,RobertTonoyan,1480,1775,Philidor Defense #2,125,93,93,-20,-16,55.0
854,2015.05.31,erichon,damonachey,1464,1664,Modern Defense,91,94,192,297,352,205.2
855,2015.05.31,Archimboldi,ELMAGISTRAL,1995,1926,Sicilian Defense: Alapin Variation,2,10,0,83,347,88.4
856,2015.05.31,Ilkka,regulus-eclipse,1832,2167,French Defense: Normal Variation,536,533,514,515,515,522.6
857,2015.05.31,mamandus,ligthcris,1990,1731,Slav Defense: Soultanbeieff Variation,80,76,43,119,118,87.2
858,2015.05.31,Edenilson,clousems,1011,1176,Van Geet Opening: Reversed Nimzowitsch,-101,-370,-375,-391,-643,-376.0
859,2015.05.31,dmac2200,kora,1827,1711,"Englund Gambit Declined, Reversed French",-84,263,-28,-94,-102,-9.0
860,2015.05.31,feng,grasshopper,1497,1586,Robatsch (Modern) Defense,112,89,122,158,220,140.2
861,2015.05.31,Agento007,Hyperr,1600,1196,"Italian Game: Two Knights Defense, Modern Bishop's Opening",274,266,770,837,840,597.4
862,2015.05.31,Batgirl,Anoonymous,1672,1766,Indian Game: Spielmann-Indian,150,90,207,126,30,120.6
863,2015.05.31,GandalfTheTW,Stupe11,1758,1807,Sicilian Defense #2,31,15,18,-26,44,16.4
864,2015.05.31,jdefreitas,chess-power,2090,2002,Scandinavian Defense: Blackburne-Kloosterboer Gambit,-108,230,437,422,875,371.2
865,2015.05.31,nebojjsa,pepeg,1819,1723,Rat Defense: Antal Defense,-324,-250,-248,-97,-105,-204.8
866,2015.05.31,Kingscrusher-YouTube,MessyMan,2184,2141,Benoni Defense: Old Benoni,-53,-5,82,170,355,109.8
867,2015.05.31,VEGETAL,aioyuo,1796,1774,Sicilian Defense: McDonnell Attack,-36,22,56,49,85,35.2
868,2015.05.31,alienb,JasonVoorhees,2073,2109,Sicilian Defense: Closed Variation,-59,-41,-95,-9,-11,-43.0
869,2015.05.31,Rufus50,miguel18,1490,1562,Philidor Defense: Exchange Variation #2,100,121,126,219,237,160.6
870,2015.05.31,Shajinator,satoshi,1275,1811,Queen's Pawn,-522,-518,-741,-733,-802,-663.2
871,2015.05.31,Mirroy,pisika,1545,1788,"Sicilian Defense: Modern Variations, Main Line",-185,-181,-162,-254,-98,-176.0
872,2015.05.31,DeepInsideYou,das14,1909,1903,"French Defense: Horwitz Attack, Papa-Ticulat Gambit",52,139,234,195,96,143.2
873,2015.05.31,estrellatus,Mkwawa,1226,1786,King's Indian Attack,-67,-155,314,-142,-137,-37.4
874,2015.05.31,ZGT_3,Drugon,1306,1858,Sicilian Defense: Smith-Morra Gambit #2,-181,-205,-184,-150,-264,-196.8
875,2015.05.31,steve_mcqueen,Equimizer,2075,1967,French Defense: Burn Variation,112,102,-1,-40,-41,26.4
876,2015.05.31,wack1155,fianceto,1708,1244,Queen's Gambit Refused: Austrian Defense,-6,41,-63,-132,-502,-132.4
877,2015.05.31,behzad11,Sergey74,1479,1547,Three Knights Opening,9,8,20,20,-32,5.0
878,2015.05.31,optional,amurushkin,1715,1681,Sicilian Defense: Delayed Alapin,113,109,238,233,275,193.6
879,2015.05.31,Spahic,gbsalvio,1835,2024,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",-149,120,134,112,246,92.6
880,2015.05.31,Jopius,clarketm,1815,1639,Ponziani Opening: Jaenisch Counterattack,162,170,243,261,217,210.6
881,2015.05.31,akash1,skyhopper,1206,1471,Scandinavian Defense,-87,-81,-109,-127,-161,-113.0
882,2015.05.31,kolles,Alerezi,1428,1681,French Defense: Carlson Gambit,-193,-222,-228,-236,-205,-216.8
883,2015.05.31,cptmajormajor,OvercoME,1864,1678,Mikenas Defense: Lithuanian Variation,85,111,16,364,257,166.6
884,2015.05.31,NMgornys,pawncount,1924,1595,French Defense: Knight Variation,167,163,515,175,165,237.0
885,2015.05.31,knightf5,HHUK,1729,1779,French Defense: Normal Variation,13,-7,-105,-161,12,-49.6
886,2015.05.31,valleeduvent88,hector59john,1470,1643,"Italian Game: Evans Gambit, Harding Variation",51,47,349,-143,-125,35.8
887,2015.05.31,haader,AreUkidding,1237,1247,Pirc Defense: Roscher Gambit,-101,-106,-103,-89,-114,-102.6
888,2015.05.31,MorphyTalFischer,Eriic0815,1643,1168,Bishop's Opening,42,128,359,602,809,388.0
889,2015.05.31,Murmeltier28,lostintravel,1530,1292,"King's Gambit Accepted, MacLeod Defense",361,279,643,653,642,515.6
890,2015.05.31,konschon,Kizes86,1390,1389,Center Game: Normal Variation,-10,-3,-33,-39,-10,-19.0
891,2015.05.31,ecoto,JWL444,1704,1248,French Defense: La Bourdonnais Variation,606,952,707,560,607,686.4
892,2015.05.31,sazatol,chodevant,1833,1614,Benoni Defense: Fianchetto Variation,71,58,12,70,129,68.0
893,2015.05.31,knightfactor,darktangent,2001,1700,Sicilian Defense: Lasker-Dunne Attack,13,264,325,406,451,291.8
894,2015.05.31,Romoda,kkie,2124,1943,Robatsch (Modern) Defense,378,326,502,460,423,417.8
895,2015.05.31,PijanaMysz,chopin87,1817,1620,"French Defense: Exchange Variation, Monte Carlo Variation",489,528,696,539,909,632.2
896,2015.05.31,HernanCortes1512,raulin,1425,1821,King's Knight Opening: Normal Variation,42,23,7,24,0,19.2
897,2015.05.31,Archange2010,Aohna-80,1640,1635,"King's Indian Defense: Normal Variation, Rare Defenses",65,72,79,140,130,97.2
898,2015.05.31,Networ,xSilverBulletx,1302,1570,Sicilian Defense: Closed,33,118,-11,37,129,61.2
899,2015.05.31,Kingcusicrunch,BobNoto,1747,1914,King's Indian Defense,90,87,-143,-134,-136,-47.2
900,2015.05.31,OldRich,Alrrash,1893,1882,Van't Kruijs Opening,515,385,194,196,281,314.2
901,2015.05.31,zulo,timur1960,1794,1770,"King's Gambit, Falkbeer Countergambit, Charousek Gambit, Morphy Defense",70,71,107,120,112,96.0
902,2015.05.31,EL_GATO,Bardamu1,1489,1509,"King's Gambit Accepted, MacLeod Defense",249,297,498,505,435,396.8
903,2015.05.31,Zeref25,SERJAOBRAZIL,1407,1317,Alekhine Defense,-143,-225,-138,-3,0,-101.8
904,2015.05.31,musicaljerm,robleville,1728,1285,Queen's Gambit Accepted: Saduleto Variation,364,468,434,497,545,461.6
905,2015.05.31,Olamesa,randommoron,1987,1924,Modern Defense: Standard Line,80,117,195,219,420,206.2
906,2015.05.31,sasha_riv,sitekra,1648,1635,Indian Game: Czech-Indian,366,315,521,558,593,470.6
907,2015.05.31,Kingscrusher-YouTube,ragobert,2195,1185,Sicilian Defense: Grand Prix Attack,-16,240,0,26,40,58.0
908,2015.05.31,steinar,elgavi,1614,1537,Vienna Game: Vienna Gambit,873,848,576,569,671,707.4
909,2015.05.31,Flaneur,shamalamadingdong,2021,1899,Ruy Lopez: Berlin Defense #2,413,423,380,332,293,368.2
910,2015.05.31,jamesec25,dimpan,934,852,Sicilian Defense: Lasker-Dunne Attack,489,516,477,469,0,390.2
911,2015.05.31,JuliLescano,JGreen,1601,1538,English Opening: Agincourt Defense,18,-26,-8,-8,-7,-6.2
912,2015.05.31,satoshi,RSerpaPuzzles,1812,2080,Semi-Slav Defense: Accelerated Move Order,36,-74,-133,-76,-62,-61.8
913,2015.05.31,Vasyaka,Vitamin69,1884,1912,Scandinavian Defense,-141,-127,390,425,463,202.0
914,2015.05.31,zatara,sakarel,1351,1582,Semi-Slav Defense: Accelerated Move Order,-12,-22,-4,0,34,-0.8
915,2015.05.31,knives,Shajinator,1725,1274,Queen's Gambit Accepted: Normal Variation,221,231,-16,-29,654,212.2
916,2015.05.31,horakhsh,archilli,1523,1540,Philidor Defense: Exchange Variation,40,17,153,-25,-12,34.6
917,2015.05.31,regulus-eclipse,jfn,2145,1630,Queen's Pawn Game: Zukertort Variation,96,58,26,36,33,49.8
918,2015.05.31,peterrock,Snowden,1553,1380,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",15,177,310,294,499,259.0
919,2015.05.31,mamandus,Gilitrutt,1994,1902,Semi-Slav Defense: Accelerated Move Order,56,143,125,56,-8,74.4
920,2015.05.31,penpalrdro,montav,1586,1648,"English Opening: King's English Variation, Two Knights Variation, Smyslov System",32,-22,-84,-56,-113,-48.6
921,2015.05.31,HRASTTOM,LimaMenit,1667,1559,Pirc Defense #4,143,136,62,64,74,95.8
922,2015.05.31,Den-Den-2013,sakkariini,1622,1459,Alekhine Defense: Scandinavian Variation,-129,-216,217,155,173,40.0
923,2015.05.31,boroxalex,pooi,1504,1390,Caro-Kann Defense #2,134,72,-12,-16,-70,21.6
924,2015.05.31,polof_2,mabe48b,1363,1517,Philidor Defense,89,85,120,152,164,122.0
925,2015.05.31,BLINDxxSHOOTER,jockey,1368,1273,Hungarian Opening,118,145,170,148,351,186.4
926,2015.05.31,Red-John,GRANDCHAT,1268,1469,Ruy Lopez,298,352,404,321,472,369.4
927,2015.05.31,ligthcris,Singularitus,1726,1791,French Defense: Winawer Variation,-40,-153,-284,-257,-328,-212.4
928,2015.05.31,janb73,Y0X,1184,1242,Queen's Gambit Accepted: Normal Variation,261,332,277,490,247,321.4
929,2015.05.31,avahar,suedwind,1484,1853,Queen's Indian Defense: Classical Variation,67,50,131,140,136,104.8
930,2015.05.31,JasonVoorhees,alienb,2097,2086,Modern Defense: Two Knights Variation,-178,-279,-285,-46,-389,-235.4
931,2015.05.31,Kobylka,lugalbanda,1855,1908,Zukertort Opening: Kingside Fianchetto,41,18,64,114,122,71.8
932,2015.05.31,ElvisChessley,red_eagle,1808,1770,Bird Opening,198,185,286,422,365,291.2
933,2015.05.31,moonking,neuquelino,1773,1412,St. George Defense,283,441,470,314,82,318.0
934,2015.05.31,lumil,GoMentalGoBloody,1926,1651,"Bishop's Opening: Vienna Hybrid, Spielmann Attack",54,25,5,2,-11,15.0
935,2015.05.31,Spoturnovsky,jdefreitas,2006,2100,Semi-Slav Defense,125,115,164,102,91,119.4
936,2015.05.31,damonachey,chess-power,1670,1993,Hungarian Opening: Symmetrical Variation,-26,-1,-8,18,26,1.8
937,2015.05.31,onetwoonetwo,Pichiculin,1977,2030,King's Indian Attack,-124,-124,-205,-158,-155,-153.2
938,2015.05.31,Blue_Shadow,awl57,1784,1728,"Sicilian Defense: Alapin Variation, Smith-Morra Declined",10,5,19,44,224,60.4
939,2015.05.31,yahoojames,Belgam,1560,1500,Caro-Kann Defense,-23,-39,-2,-14,-20,-19.6
940,2015.05.31,ECCACAC,erichon,1500,1456,Modern Defense,-221,-249,-166,-175,-259,-214.0
941,2015.05.31,majstorsreja,smyslov22,1654,1818,"Sicilian Defense: Pin Variation, Koch Variation",359,-375,-396,-396,-392,-240.0
942,2015.05.31,bigness,Kemich,1756,1857,Queen's Gambit Declined: Traditional Variation,81,98,99,96,267,128.2
943,2015.05.31,pedromorel10,dasuboot,1897,1817,Philidor Defense #4,-158,-158,-155,-167,-135,-154.6
944,2015.05.31,krazytayl,mujin,1791,1672,Scandinavian Defense: Blackburne-Kloosterboer Gambit,-3,16,-11,-61,-59,-23.6
945,2015.05.31,ekomanta,migarbi,1879,1875,Philidor Defense: Steinitz Variation,24,6,-183,-249,-207,-121.8
946,2015.05.31,robert199711,polyphase,1358,1612,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,79,82,105,101,106,94.6
947,2015.05.31,Gabchess,Artioucha,1952,2016,Englund Gambit,-20,-122,-68,-221,-208,-127.8
948,2015.05.31,gronald,alitiger,1700,1153,"King's Gambit Accepted, Bishop's Gambit, Lopez Defense",213,427,572,439,606,451.4
949,2015.05.31,ebonyandivory,core_one,1625,1686,"Slav Defense: Exchange Variation, Symmetrical Line",20,20,18,22,8,17.6
950,2015.05.31,Halking,fandrioli,1537,1653,King's Pawn Game: Macleod Attack,-384,-383,-410,-389,-399,-393.0
951,2015.05.31,GandalfTheTW,Ilkka,1768,1848,"Pirc Defense: Classical Variation, Quiet System, Czech Defense",220,271,313,334,374,302.4
952,2015.05.31,tijocoarriba,Superfloppy,1568,1448,Modern Defense,10,40,36,-126,-107,-29.4
953,2015.05.31,glovionet,TinchoVM,1493,1155,Slav Defense: Modern Line,237,199,277,486,575,354.8
954,2015.05.31,gisselk,SALIK2015,1479,1453,Queen's Gambit,131,93,137,318,464,228.6
955,2015.05.31,SBChess,richandi,1453,1509,"King's Gambit Accepted, Fischer Defense",225,206,349,225,136,228.2
956,2015.05.31,OvercoME,Stupe11,1672,1660,Old Benoni Defense,168,233,227,218,229,215.0
957,2015.05.31,corgon,steviechess,1319,1370,Modern Defense,141,172,199,169,198,175.8
958,2015.05.31,Anoonymous,Batgirl,1752,1686,Caro-Kann Defense,86,72,44,30,33,53.0
959,2015.05.31,MessyMan,cptmajormajor,2134,1870,Scandinavian Defense: Modern Variation #2,65,68,5,-5,3,27.2
960,2015.05.31,estrellatus,knives,1225,1727,Zukertort Opening: Queen's Gambit Invitation,-334,-331,-372,-391,-468,-379.2
961,2015.05.31,rado68399,mustangfan,1832,1851,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan",103,76,-27,-23,-45,16.8
962,2015.05.31,RSerpaPuzzles,Mkwawa,2060,1787,Van't Kruijs Opening,-418,-402,-420,-433,-389,-412.4
963,2015.05.31,hegel,elcordobes,1624,1536,Hungarian Opening: Catalan Formation,24,67,47,43,27,41.6
964,2015.05.31,josicgoran,valva,1656,1795,English Opening: King's English Variation,10,17,-16,-44,-26,-11.8
965,2015.05.31,Zade_Koch,Palacioagustin,1582,1421,French Defense: Advance Variation #3,120,124,177,120,518,211.8
966,2015.05.31,Actarus77,Crodilus,1844,1844,"Nimzowitsch Defense: Scandinavian Variation, Advance Variation",71,85,42,163,107,93.6
967,2015.05.31,DerSenpai,Atilha-Le-1,1733,1789,Scandinavian Defense: Mieses-Kotroc Variation,102,-11,45,90,-2,44.8
968,2015.05.31,jbow,Red_Seven,1141,1254,Slav Defense: Three Knights Variation,62,71,24,-37,-64,11.2
969,2015.05.31,Noisillon,brufo,1387,1312,Vienna Game,49,18,109,107,131,82.8
970,2015.05.31,taka6s6,Rafael_Federer,1448,1455,Queen's Pawn Game #2,-97,-102,-107,-95,-74,-95.0
971,2015.05.31,steve_mcqueen,knightfactor,2083,1980,Mieses Opening,-113,-110,-206,-204,-159,-158.4
972,2015.05.31,das14,DeepInsideYou,1893,1919,Sicilian Defense: Closed Variation,166,99,221,274,376,227.2
973,2015.05.31,DeathByBullet,nir8888,1754,1766,Horwitz Defense,38,8,24,-3,-5,12.4
974,2015.05.31,feng,darktangent,1487,1721,King's Indian Attack: Symmetrical Defense,31,52,62,36,-14,33.4
975,2015.05.31,jstraat,yangxiaoxian,2055,2122,Sicilian Defense: Paulsen Variation,30,96,-58,-84,-68,-16.8
976,2015.05.31,satoshi,NMgornys,1831,1903,Englund Gambit,84,159,305,635,644,365.4
977,2015.05.31,bz,xaconchess,1675,1648,St. George Defense,-577,-690,-693,-805,-720,-697.0
978,2015.05.31,johnsama,KlausJaeger,1626,1678,Pirc Defense #4,-394,-344,-448,-415,-419,-404.0
979,2015.05.31,jorgecostajr,inadaptado,1869,1965,"Slav Defense: Slav Gambit, Alekhine Attack",0,28,-22,6,0,2.4
980,2015.05.31,Marconi77,caduzon,1662,1496,"Ruy Lopez: Morphy Defense, Modern Steinitz Defense #2",88,4,170,160,-4,83.6
981,2015.05.31,crackfiend,shobi_bobi,1452,1543,"Scotch Game: Scotch Gambit, Sarratt Variation",-202,-104,43,34,140,-17.8
982,2015.05.31,pawncount,Shajinator,1615,1271,Ware Defense,581,584,617,701,741,644.8
983,2015.05.31,gmgross,Leuow,1807,1492,"Sicilian Defense: French Variation, Normal",368,25,351,461,449,330.8
984,2015.05.31,axasay,Macrosphere,1304,1270,Sicilian Defense: French Variation,81,94,137,134,34,96.0
985,2015.05.31,Kingscrusher-YouTube,Equimizer,2195,1958,Scandinavian Defense,44,-81,-72,-69,11,-33.4
986,2015.05.31,caddy,NVeras,1787,2029,"Nimzowitsch Defense: Scandinavian Variation, Exchange Variation",-364,-311,-279,-441,-461,-371.2
987,2015.05.31,jeremorbec,ELGRECO84,1807,799,King's Pawn Game: Napoleon Attack,239,131,221,623,379,318.6
988,2015.05.31,Luminosity,knightf5,1823,1743,Sicilian Defense: Closed Variation,7,-15,29,65,39,25.0
989,2015.05.31,ezeze,antonije,1837,1631,Queen's Gambit Refused: Marshall Defense,36,205,322,324,318,241.0
990,2015.05.31,FrereKeiser,azuaga,1758,1735,"Sicilian Defense: Smith-Morra Gambit Accepted, Paulsen Formation",98,90,121,216,130,131.0
991,2015.05.31,BobNoto,Kingcusicrunch,1920,1740,Reti Opening,368,291,394,302,233,317.6
992,2015.05.31,plavaptica,neochris,1407,1185,Bishop's Opening,655,617,684,671,664,658.2
993,2015.05.31,HHUK,chess-power,1766,1996,Van't Kruijs Opening,-261,-253,-289,-328,-271,-280.4
994,2015.05.31,kunderiano,lam199,2032,2180,"Sicilian Defense: Alapin Variation, Barmen Defense",317,395,337,308,437,358.8
995,2015.05.31,elgavi,steinar,1550,1600,Sicilian Defense: Bowdler Attack,-124,1,-163,-266,-86,-127.6
996,2015.05.31,pipe95,rey8,1651,1538,"Sicilian Defense: Accelerated Dragon, Modern Variation",13,39,68,81,120,64.2
997,2015.05.31,Gorzkowski,doeny,1135,1024,King's Pawn Game: Napoleon Attack,-723,-794,-793,-779,-796,-777.0
998,2015.05.31,Dayne,arturikooo,929,1091,Petrov's Defense,623,507,608,573,565,575.2
999,2015.05.31,cerroramon,coquepas,1537,1552,French Defense: La Bourdonnais Variation,-113,-121,-98,-121,-106,-111.8
1000,2015.05.31,panais,andyboy,1447,1384,Caro-Kann Defense,282,-211,-233,-484,-529,-235.0
